Filename,Error Type,Detail
"roentgen-needleleaved_tree.svg","VALID","No issues found"
"roentgen-pole_dancer.svg","VALID","No issues found"
"temaki-abseiling.svg","VIEWBOX_MISMATCH","Path coordinates (-23.6, -16.6) to (35.0, 37.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-accessible_space.svg","VALID","No issues found"
"temaki-accounting.svg","VIEWBOX_MISMATCH","Path coordinates (-32.0, -40.0) to (41.0, 40.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-adit_profile.svg","VALID","No issues found"
"temaki-aerialway_pole.svg","VALID","No issues found"
"temaki-airport.svg","VALID","No issues found"
"temaki-amusement_park.svg","VIEWBOX_MISMATCH","Path coordinates (-20.9, -22.3) to (45.7, 28.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-anchor_medal.svg","VALID","No issues found"
"temaki-antenna.svg","VALID","No issues found"
"temaki-anvil.svg","VALID","No issues found"
"temaki-anvil_and_hammer.svg","VALID","No issues found"
"temaki-app_terminal.svg","VALID","No issues found"
"temaki-archery.svg","VIEWBOX_MISMATCH","Path coordinates (-16.3, -17.0) to (19.0, 16.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-army_tent.svg","VALID","No issues found"
"temaki-asterisk.svg","VALID","No issues found"
"temaki-atm.svg","VIEWBOX_MISMATCH","Path coordinates (-22.3, -20.1) to (41.4, 37.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-atm2.svg","VIEWBOX_MISMATCH","Path coordinates (-9.0, -7.0) to (14.0, 15.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-balance_beam.svg","VALID","No issues found"
"temaki-balloon.svg","VALID","No issues found"
"temaki-barn.svg","VALID","No issues found"
"temaki-beach.svg","VALID","No issues found"
"temaki-beauty_salon.svg","VALID","No issues found"
"temaki-bench.svg","VALID","No issues found"
"temaki-benchmark_disk.svg","VALID","No issues found"
"temaki-bicycle_box.svg","VALID","No issues found"
"temaki-bicycle_locker.svg","VALID","No issues found"
"temaki-bicycle_parked.svg","VALID","No issues found"
"temaki-bicycle_rental.svg","VALID","No issues found"
"temaki-bicycle_repair.svg","VALID","No issues found"
"temaki-bicycle_shed.svg","VALID","No issues found"
"temaki-bicycle_structure.svg","VALID","No issues found"
"temaki-bicycle_wash.svg","VALID","No issues found"
"temaki-bikini.svg","VALID","No issues found"
"temaki-billboard.svg","VALID","No issues found"
"temaki-binoculars.svg","VALID","No issues found"
"temaki-bleachers.svg","VALID","No issues found"
"temaki-blind.svg","VIEWBOX_MISMATCH","Path coordinates (-18.0, -19.4) to (22.1, 20.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-board_bus.svg","VALID","No issues found"
"temaki-board_ferry.svg","VALID","No issues found"
"temaki-board_gondola_lift.svg","VALID","No issues found"
"temaki-board_hanging_rail.svg","VALID","No issues found"
"temaki-board_heavy_rail.svg","VALID","No issues found"
"temaki-board_light_rail.svg","VALID","No issues found"
"temaki-board_monorail.svg","VALID","No issues found"
"temaki-board_school_bus.svg","VALID","No issues found"
"temaki-board_subway.svg","VALID","No issues found"
"temaki-board_train.svg","VALID","No issues found"
"temaki-board_train_bullet.svg","VALID","No issues found"
"temaki-board_train_diesel.svg","VALID","No issues found"
"temaki-board_train_kids.svg","VALID","No issues found"
"temaki-board_train_steam.svg","VALID","No issues found"
"temaki-board_tram.svg","VALID","No issues found"
"temaki-board_transit.svg","VALID","No issues found"
"temaki-board_trolleybus.svg","VALID","No issues found"
"temaki-boat.svg","VALID","No issues found"
"temaki-boat_dry_dock.svg","VALID","No issues found"
"temaki-boat_floating.svg","VALID","No issues found"
"temaki-boat_ramp.svg","VIEWBOX_MISMATCH","Path coordinates (-29.1, -11.0) to (34.0, 27.3) extend outside viewBox (0, 0) to (15, 15)"
"temaki-boat_rental.svg","VALID","No issues found"
"temaki-boat_repair.svg","VALID","No issues found"
"temaki-boat_tour.svg","VIEWBOX_MISMATCH","Path coordinates (-48.0, -33.3) to (48.0, 41.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-boating.svg","VIEWBOX_MISMATCH","Path coordinates (-35.2, -18.3) to (50.0, 40.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-bollard.svg","VALID","No issues found"
"temaki-bollard_row.svg","VALID","No issues found"
"temaki-book_store.svg","VALID","No issues found"
"temaki-bottles.svg","VALID","No issues found"
"temaki-boulder1.svg","VALID","No issues found"
"temaki-boulder2.svg","VALID","No issues found"
"temaki-boulder3.svg","VALID","No issues found"
"temaki-bow_and_arrow.svg","VALID","No issues found"
"temaki-bowling.svg","VALID","No issues found"
"temaki-bowling_alt1.svg","VIEWBOX_MISMATCH","Path coordinates (-22.4, -10.1) to (31.6, 30.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-bread.svg","VALID","No issues found"
"temaki-brick_trowel.svg","VALID","No issues found"
"temaki-bridge.svg","VALID","No issues found"
"temaki-briefcase.svg","VALID","No issues found"
"temaki-briefcase_asterisk.svg","VALID","No issues found"
"temaki-briefcase_bolt.svg","VALID","No issues found"
"temaki-briefcase_cross.svg","VALID","No issues found"
"temaki-briefcase_info.svg","VALID","No issues found"
"temaki-briefcase_shield.svg","VALID","No issues found"
"temaki-bubble_tea.svg","VALID","No issues found"
"temaki-buffer_stop.svg","VALID","No issues found"
"temaki-bulb.svg","VALID","No issues found"
"temaki-bulb2.svg","VALID","No issues found"
"temaki-bulb3.svg","VALID","No issues found"
"temaki-bulldozer.svg","VALID","No issues found"
"temaki-bulletin_board.svg","VALID","No issues found"
"temaki-bunk_beds.svg","VALID","No issues found"
"temaki-bunker.svg","VALID","No issues found"
"temaki-bunker_silo.svg","VALID","No issues found"
"temaki-buoy.svg","VALID","No issues found"
"temaki-bus.svg","VALID","No issues found"
"temaki-bus_guided.svg","VALID","No issues found"
"temaki-cabin.svg","VALID","No issues found"
"temaki-cable.svg","VALID","No issues found"
"temaki-cable_device.svg","VALID","No issues found"
"temaki-cable_manhole.svg","VALID","No issues found"
"temaki-cable_meter.svg","VALID","No issues found"
"temaki-cable_shutoff.svg","VALID","No issues found"
"temaki-cairn.svg","VALID","No issues found"
"temaki-camper_trailer.svg","VALID","No issues found"
"temaki-camper_trailer_dump.svg","VALID","No issues found"
"temaki-campfire.svg","VALID","No issues found"
"temaki-can.svg","VALID","No issues found"
"temaki-canoe.svg","VIEWBOX_MISMATCH","Path coordinates (-18.5, -8.1) to (17.4, 48.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-cape_landform.svg","VALID","No issues found"
"temaki-capitol.svg","VALID","No issues found"
"temaki-car_dealer.svg","VIEWBOX_MISMATCH","Path coordinates (-31.5, -24.0) to (47.8, 12.1) extend outside viewBox (0, 0) to (50, 50)"
"temaki-car_parked.svg","VALID","No issues found"
"temaki-car_pool.svg","VALID","No issues found"
"temaki-car_structure.svg","VALID","No issues found"
"temaki-car_wash.svg","VIEWBOX_MISMATCH","Path coordinates (-43.0, -36.0) to (43.0, 36.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-carport.svg","VALID","No issues found"
"temaki-casino.svg","VALID","No issues found"
"temaki-catering.svg","VALID","No issues found"
"temaki-cattle_grid.svg","VALID","No issues found"
"temaki-chairlift.svg","VIEWBOX_MISMATCH","Path coordinates (-35.0, -20.5) to (42.6, 37.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-checkpoint.svg","VALID","No issues found"
"temaki-chefs_knife.svg","VALID","No issues found"
"temaki-chicane_arrow.svg","VALID","No issues found"
"temaki-chimney.svg","VALID","No issues found"
"temaki-chocolate.svg","VALID","No issues found"
"temaki-cleaver.svg","VALID","No issues found"
"temaki-cliff_falling_rocks.svg","VALID","No issues found"
"temaki-climbing.svg","VIEWBOX_MISMATCH","Path coordinates (-43.1, -9.9) to (32.1, 21.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-clock.svg","VALID","No issues found"
"temaki-cloth.svg","VIEWBOX_MISMATCH","Path coordinates (-53.8, -8.8) to (94.7, 99.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-clothes_hanger.svg","VALID","No issues found"
"temaki-coffee.svg","VALID","No issues found"
"temaki-compass.svg","VIEWBOX_MISMATCH","Path coordinates (-24.0, -44.0) to (25.0, 49.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-conveyor.svg","VALID","No issues found"
"temaki-cooling_tower.svg","VALID","No issues found"
"temaki-cooling_tower_radiation.svg","VALID","No issues found"
"temaki-coral_reef.svg","VALID","No issues found"
"temaki-courthouse.svg","VIEWBOX_MISMATCH","Path coordinates (-25.8, -18.1) to (20.4, 24.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-crane.svg","VALID","No issues found"
"temaki-cross_country_skiing.svg","VIEWBOX_MISMATCH","Path coordinates (-29.1, -23.2) to (45.8, 46.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-crossing_markings-dashes.svg","VALID","No issues found"
"temaki-crossing_markings-dots.svg","VALID","No issues found"
"temaki-crossing_markings-ladder.svg","VALID","No issues found"
"temaki-crossing_markings-ladder_paired.svg","VALID","No issues found"
"temaki-crossing_markings-ladder_skewed.svg","VALID","No issues found"
"temaki-crossing_markings-lines.svg","VALID","No issues found"
"temaki-crossing_markings-lines_paired.svg","VALID","No issues found"
"temaki-crossing_markings-surface.svg","VALID","No issues found"
"temaki-crossing_markings-zebra.svg","VALID","No issues found"
"temaki-crossing_markings-zebra_bicolour.svg","VALID","No issues found"
"temaki-crossing_markings-zebra_double.svg","VALID","No issues found"
"temaki-crossing_markings-zebra_paired.svg","VALID","No issues found"
"temaki-crossing_rail_rail.svg","VALID","No issues found"
"temaki-crossing_rail_road.svg","VALID","No issues found"
"temaki-crossing_rail_solid.svg","VALID","No issues found"
"temaki-crossing_rail_striped.svg","VALID","No issues found"
"temaki-crossing_tram_road.svg","VALID","No issues found"
"temaki-crossing_tram_solid.svg","VALID","No issues found"
"temaki-crossing_tram_striped.svg","VALID","No issues found"
"temaki-curtains.svg","VALID","No issues found"
"temaki-cycle_barrier.svg","VALID","No issues found"
"temaki-cyclist_crosswalk.svg","VALID","No issues found"
"temaki-dagger.svg","VALID","No issues found"
"temaki-desk_lamp.svg","VALID","No issues found"
"temaki-detergent_bottle.svg","VALID","No issues found"
"temaki-diamond.svg","VALID","No issues found"
"temaki-dice.svg","VALID","No issues found"
"temaki-disc_golf_basket.svg","VALID","No issues found"
"temaki-diving.svg","VIEWBOX_MISMATCH","Path coordinates (-31.6, -19.9) to (47.0, 48.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-dog_shelter.svg","VALID","No issues found"
"temaki-domed_tower.svg","VALID","No issues found"
"temaki-donut.svg","VALID","No issues found"
"temaki-drag_lift.svg","VALID","No issues found"
"temaki-dress.svg","VALID","No issues found"
"temaki-drink_cup.svg","VALID","No issues found"
"temaki-ear.svg","VALID","No issues found"
"temaki-egg.svg","VALID","No issues found"
"temaki-electronic.svg","VALID","No issues found"
"temaki-elevator.svg","VALID","No issues found"
"temaki-embassy.svg","VALID","No issues found"
"temaki-fashion_accessories.svg","VALID","No issues found"
"temaki-ferry.svg","VALID","No issues found"
"temaki-field_hockey.svg","VALID","No issues found"
"temaki-fighter_jet.svg","VIEWBOX_MISMATCH","Path coordinates (-14.0, -12.0) to (46.0, 28.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-fire_hydrant.svg","VALID","No issues found"
"temaki-fire_hydrant_underground.svg","VIEWBOX_MISMATCH","Path coordinates (-7.0, -11.1) to (15.0, 15.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-fireplace.svg","VALID","No issues found"
"temaki-fish_cleaning.svg","VIEWBOX_MISMATCH","Path coordinates (-37.9, -26.1) to (37.2, 33.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-fish_ladder.svg","VALID","No issues found"
"temaki-fishing_pier.svg","VIEWBOX_MISMATCH","Path coordinates (-38.4, -43.1) to (36.9, 36.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-florist.svg","VIEWBOX_MISMATCH","Path coordinates (-26.6, -28.3) to (25.6, 36.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-food.svg","VIEWBOX_MISMATCH","Path coordinates (-31.0, -23.8) to (48.9, 30.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-fountain.svg","VALID","No issues found"
"temaki-freight_car.svg","VALID","No issues found"
"temaki-furniture.svg","VALID","No issues found"
"temaki-garden_bed.svg","VALID","No issues found"
"temaki-gas.svg","VALID","No issues found"
"temaki-gas_device.svg","VALID","No issues found"
"temaki-gas_manhole.svg","VALID","No issues found"
"temaki-gas_meter.svg","VALID","No issues found"
"temaki-gas_shutoff.svg","VALID","No issues found"
"temaki-gate.svg","VALID","No issues found"
"temaki-golf_cart.svg","VALID","No issues found"
"temaki-golf_green.svg","VALID","No issues found"
"temaki-gondola_lift.svg","VALID","No issues found"
"temaki-goods_lift.svg","VALID","No issues found"
"temaki-gown.svg","VALID","No issues found"
"temaki-grapes.svg","VALID","No issues found"
"temaki-grass.svg","VALID","No issues found"
"temaki-guard_rail.svg","VALID","No issues found"
"temaki-gym.svg","VIEWBOX_MISMATCH","Path coordinates (-13.7, -25.6) to (21.1, 44.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-hair_care.svg","VIEWBOX_MISMATCH","Path coordinates (-12.3, -15.8) to (42.2, 25.3) extend outside viewBox (0, 0) to (15, 15)"
"temaki-hammer_shoe.svg","VALID","No issues found"
"temaki-hand.svg","VALID","No issues found"
"temaki-handbag.svg","VALID","No issues found"
"temaki-hang_gliding.svg","VIEWBOX_MISMATCH","Path coordinates (-25.8, -15.8) to (28.9, 28.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-hangar.svg","VALID","No issues found"
"temaki-hanging_rail.svg","VALID","No issues found"
"temaki-hearing_aid.svg","VALID","No issues found"
"temaki-heart.svg","VALID","No issues found"
"temaki-heavy_rail.svg","VALID","No issues found"
"temaki-hedge.svg","VALID","No issues found"
"temaki-height_restrictor.svg","VALID","No issues found"
"temaki-hinduism.svg","VALID","No issues found"
"temaki-horizontal_bar.svg","VALID","No issues found"
"temaki-horn_cleat.svg","VALID","No issues found"
"temaki-horse_shelter.svg","VALID","No issues found"
"temaki-horseshoe.svg","VALID","No issues found"
"temaki-horseshoes.svg","VALID","No issues found"
"temaki-hot_drink_cup.svg","VALID","No issues found"
"temaki-houseboat.svg","VALID","No issues found"
"temaki-hunting_blind.svg","VALID","No issues found"
"temaki-hut.svg","VALID","No issues found"
"temaki-ice_fishing.svg","VIEWBOX_MISMATCH","Path coordinates (-32.0, -29.6) to (49.0, 47.4) extend outside viewBox (0, 0) to (15, 15)"
"temaki-ice_skating.svg","VIEWBOX_MISMATCH","Path coordinates (-22.0, -28.0) to (43.6, 38.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-info_board.svg","VALID","No issues found"
"temaki-inline_skating.svg","VIEWBOX_MISMATCH","Path coordinates (-30.9, -29.6) to (35.2, 28.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-island_trees_building.svg","VALID","No issues found"
"temaki-islet_tree.svg","VALID","No issues found"
"temaki-j_bar_lift.svg","VALID","No issues found"
"temaki-jet_skiing.svg","VIEWBOX_MISMATCH","Path coordinates (-16.1, -47.4) to (31.9, 18.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-jetplane_front.svg","VALID","No issues found"
"temaki-jewelry_store.svg","VALID","No issues found"
"temaki-junction.svg","VALID","No issues found"
"temaki-junk_car.svg","VALID","No issues found"
"temaki-kayaking.svg","VIEWBOX_MISMATCH","Path coordinates (-19.0, -20.6) to (41.5, 30.8) extend outside viewBox (0, 0) to (15, 15)"
"temaki-kerb-flush.svg","VALID","No issues found"
"temaki-kerb-lowered.svg","VALID","No issues found"
"temaki-kerb-raised.svg","VALID","No issues found"
"temaki-kerb-rolled.svg","VALID","No issues found"
"temaki-kerb-unspecified.svg","VALID","No issues found"
"temaki-kitchen_sink.svg","VALID","No issues found"
"temaki-latrine.svg","VIEWBOX_MISMATCH","Path coordinates (0.0, -2.0) to (46.5, 43.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-laundry.svg","VIEWBOX_MISMATCH","Path coordinates (-33.7, -39.0) to (39.0, 33.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-lawn.svg","VALID","No issues found"
"temaki-lawyer.svg","VIEWBOX_MISMATCH","Path coordinates (-43.2, -20.5) to (36.6, 34.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-letter_box.svg","VALID","No issues found"
"temaki-library.svg","VIEWBOX_MISMATCH","Path coordinates (-14.6, -22.0) to (25.1, 23.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-lift_gate.svg","VALID","No issues found"
"temaki-light_rail.svg","VALID","No issues found"
"temaki-lipstick.svg","VALID","No issues found"
"temaki-lock.svg","VIEWBOX_MISMATCH","Path coordinates (-24.0, -25.5) to (43.2, 25.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-lounger.svg","VALID","No issues found"
"temaki-lounging.svg","VALID","No issues found"
"temaki-manhole.svg","VALID","No issues found"
"temaki-manufactured_home.svg","VALID","No issues found"
"temaki-mast.svg","VALID","No issues found"
"temaki-mast_communication.svg","VALID","No issues found"
"temaki-mast_lighting.svg","VALID","No issues found"
"temaki-maze.svg","VALID","No issues found"
"temaki-meat.svg","VALID","No issues found"
"temaki-milestone.svg","VALID","No issues found"
"temaki-military.svg","VALID","No issues found"
"temaki-military_checkpoint.svg","VALID","No issues found"
"temaki-milk_jug.svg","VALID","No issues found"
"temaki-mineshaft_cage.svg","VALID","No issues found"
"temaki-mineshaft_profile.svg","VALID","No issues found"
"temaki-money_hand.svg","VALID","No issues found"
"temaki-monorail.svg","VALID","No issues found"
"temaki-motorcycle.svg","VALID","No issues found"
"temaki-motorcycle_rental.svg","VALID","No issues found"
"temaki-motorcycle_repair.svg","VALID","No issues found"
"temaki-mountain_asterisk.svg","VALID","No issues found"
"temaki-mountain_cross.svg","VALID","No issues found"
"temaki-mountain_range.svg","VALID","No issues found"
"temaki-movie_rental.svg","VIEWBOX_MISMATCH","Path coordinates (-29.7, -41.9) to (29.7, 41.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-museum.svg","VALID","No issues found"
"temaki-needle_and_spool.svg","VALID","No issues found"
"temaki-obelisk.svg","VALID","No issues found"
"temaki-oil_well.svg","VALID","No issues found"
"temaki-os_benchmark.svg","VALID","No issues found"
"temaki-parking_space.svg","VALID","No issues found"
"temaki-passport_checkpoint.svg","VALID","No issues found"
"temaki-ped_cyclist_crosswalk.svg","VALID","No issues found"
"temaki-pedestrian.svg","VALID","No issues found"
"temaki-pedestrian_and_cyclist.svg","VALID","No issues found"
"temaki-pedestrian_crosswalk.svg","VALID","No issues found"
"temaki-pedestrian_walled.svg","VALID","No issues found"
"temaki-perfume.svg","VALID","No issues found"
"temaki-pet_grooming.svg","VALID","No issues found"
"temaki-pet_store.svg","VIEWBOX_MISMATCH","Path coordinates (-36.7, -17.7) to (25.0, 21.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-pharmacy.svg","VIEWBOX_MISMATCH","Path coordinates (-28.9, -13.0) to (39.4, 28.9) extend outside viewBox (0, 0) to (15, 15)"
"temaki-physiotherapist.svg","VIEWBOX_MISMATCH","Path coordinates (-17.9, -30.1) to (35.1, 30.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-pick_hammer.svg","VALID","No issues found"
"temaki-picnic_shelter.svg","VALID","No issues found"
"temaki-pier_fixed.svg","VALID","No issues found"
"temaki-pier_floating.svg","VALID","No issues found"
"temaki-pin.svg","VIEWBOX_MISMATCH","Path coordinates (-15.0, -35.1) to (25.0, 35.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-pipe.svg","VALID","No issues found"
"temaki-plane_taxiing.svg","VALID","No issues found"
"temaki-planes.svg","VALID","No issues found"
"temaki-planes_bidirectional.svg","VALID","No issues found"
"temaki-plant.svg","VALID","No issues found"
"temaki-plaque.svg","VALID","No issues found"
"temaki-platter_lift.svg","VALID","No issues found"
"temaki-play_structure.svg","VALID","No issues found"
"temaki-plumber.svg","VALID","No issues found"
"temaki-police_checkpoint.svg","VALID","No issues found"
"temaki-police_officer.svg","VALID","No issues found"
"temaki-polished_nail.svg","VALID","No issues found"
"temaki-portrait.svg","VALID","No issues found"
"temaki-portrait_framed.svg","VALID","No issues found"
"temaki-post_box.svg","VALID","No issues found"
"temaki-poster_box.svg","VALID","No issues found"
"temaki-power.svg","VALID","No issues found"
"temaki-power_cb.svg","VALID","No issues found"
"temaki-power_cb2.svg","VALID","No issues found"
"temaki-power_circuit.svg","VALID","No issues found"
"temaki-power_ct.svg","VALID","No issues found"
"temaki-power_device.svg","VALID","No issues found"
"temaki-power_isolator.svg","VALID","No issues found"
"temaki-power_la.svg","VALID","No issues found"
"temaki-power_manhole.svg","VALID","No issues found"
"temaki-power_meter.svg","VALID","No issues found"
"temaki-power_pole.svg","VALID","No issues found"
"temaki-power_shutoff.svg","VALID","No issues found"
"temaki-power_switch.svg","VALID","No issues found"
"temaki-power_tower.svg","VALID","No issues found"
"temaki-power_transformer.svg","VALID","No issues found"
"temaki-powered_pump.svg","VALID","No issues found"
"temaki-propane_tank.svg","VALID","No issues found"
"temaki-psychic.svg","VALID","No issues found"
"temaki-quakerism.svg","VALID","No issues found"
"temaki-quay.svg","VALID","No issues found"
"temaki-racetrack_oval.svg","VALID","No issues found"
"temaki-radiation.svg","VALID","No issues found"
"temaki-radio.svg","VALID","No issues found"
"temaki-rafting.svg","VIEWBOX_MISMATCH","Path coordinates (-31.7, -14.2) to (22.0, 31.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-rail_flag.svg","VALID","No issues found"
"temaki-rail_profile.svg","VALID","No issues found"
"temaki-railing.svg","VALID","No issues found"
"temaki-railway_cable_track.svg","VALID","No issues found"
"temaki-railway_signals.svg","VALID","No issues found"
"temaki-railway_track.svg","VALID","No issues found"
"temaki-railway_track_askew.svg","VALID","No issues found"
"temaki-railway_track_mini.svg","VALID","No issues found"
"temaki-railway_track_narrow.svg","VALID","No issues found"
"temaki-railway_track_partial.svg","VALID","No issues found"
"temaki-real_estate_agency.svg","VALID","No issues found"
"temaki-rigging.svg","VALID","No issues found"
"temaki-rocket_firework.svg","VALID","No issues found"
"temaki-roller_coaster.svg","VALID","No issues found"
"temaki-room.svg","VALID","No issues found"
"temaki-rope_fence.svg","VALID","No issues found"
"temaki-row_houses.svg","VALID","No issues found"
"temaki-ruins.svg","VALID","No issues found"
"temaki-rumble_strip.svg","VALID","No issues found"
"temaki-saddle.svg","VALID","No issues found"
"temaki-sail.svg","VALID","No issues found"
"temaki-sailboat.svg","VIEWBOX_MISMATCH","Path coordinates (-7.0, -1.0) to (46.0, 41.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-sailing.svg","VIEWBOX_MISMATCH","Path coordinates (-33.5, -48.0) to (47.0, 49.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-sandbox.svg","VALID","No issues found"
"temaki-sandwich.svg","VALID","No issues found"
"temaki-scaffold.svg","VALID","No issues found"
"temaki-school.svg","VALID","No issues found"
"temaki-school_bus.svg","VALID","No issues found"
"temaki-scuba_diving.svg","VIEWBOX_MISMATCH","Path coordinates (-11.1, -12.2) to (34.3, 22.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-sculpture.svg","VALID","No issues found"
"temaki-security_camera.svg","VALID","No issues found"
"temaki-seesaw.svg","VALID","No issues found"
"temaki-shield.svg","VALID","No issues found"
"temaki-shinto.svg","VALID","No issues found"
"temaki-shopping_mall.svg","VIEWBOX_MISMATCH","Path coordinates (-31.8, -13.0) to (25.6, 32.1) extend outside viewBox (0, 0) to (15, 15)"
"temaki-shower.svg","VALID","No issues found"
"temaki-shrub.svg","VALID","No issues found"
"temaki-shrub_low.svg","VALID","No issues found"
"temaki-shuffleboard.svg","VALID","No issues found"
"temaki-sign_and_bench.svg","VALID","No issues found"
"temaki-sign_and_car.svg","VALID","No issues found"
"temaki-sign_and_pedestrian.svg","VALID","No issues found"
"temaki-sikhism.svg","VALID","No issues found"
"temaki-silo.svg","VALID","No issues found"
"temaki-skateboarding.svg","VIEWBOX_MISMATCH","Path coordinates (-19.5, -40.6) to (30.1, 49.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-ski_jumping.svg","VIEWBOX_MISMATCH","Path coordinates (-41.4, -26.5) to (41.4, 26.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-skiing.svg","VIEWBOX_MISMATCH","Path coordinates (-40.3, -23.9) to (44.2, 26.4) extend outside viewBox (0, 0) to (15, 15)"
"temaki-sledding.svg","VIEWBOX_MISMATCH","Path coordinates (-15.1, -34.4) to (43.0, 36.2) extend outside viewBox (0, 0) to (15, 15)"
"temaki-sleep_shelter.svg","VALID","No issues found"
"temaki-slide.svg","VALID","No issues found"
"temaki-snow.svg","VIEWBOX_MISMATCH","Path coordinates (-6.5, -22.6) to (23.0, 47.7) extend outside viewBox (0, 0) to (15, 15)"
"temaki-snow_shoeing.svg","VIEWBOX_MISMATCH","Path coordinates (-20.6, -13.2) to (34.6, 14.8) extend outside viewBox (0, 0) to (15, 15)"
"temaki-snowboarding.svg","VIEWBOX_MISMATCH","Path coordinates (-17.0, -10.0) to (47.4, 21.8) extend outside viewBox (0, 0) to (15, 15)"
"temaki-snowmobile.svg","VIEWBOX_MISMATCH","Path coordinates (-28.0, -23.8) to (20.7, 29.6) extend outside viewBox (0, 0) to (15, 15)"
"temaki-social_facility.svg","VALID","No issues found"
"temaki-spa.svg","VIEWBOX_MISMATCH","Path coordinates (-18.0, -27.0) to (47.2, 41.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-speaker.svg","VALID","No issues found"
"temaki-speed_bump.svg","VALID","No issues found"
"temaki-speed_dip.svg","VALID","No issues found"
"temaki-speed_dip_double.svg","VALID","No issues found"
"temaki-speed_hump.svg","VALID","No issues found"
"temaki-speed_table.svg","VALID","No issues found"
"temaki-speedway_8.svg","VALID","No issues found"
"temaki-speedway_oval.svg","VALID","No issues found"
"temaki-spice_bottle.svg","VALID","No issues found"
"temaki-spike_strip.svg","VALID","No issues found"
"temaki-spotting_scope.svg","VALID","No issues found"
"temaki-spring_rider.svg","VALID","No issues found"
"temaki-stamp.svg","VALID","No issues found"
"temaki-statue.svg","VALID","No issues found"
"temaki-stile_squeezer.svg","VALID","No issues found"
"temaki-stop.svg","VALID","No issues found"
"temaki-storage.svg","VIEWBOX_MISMATCH","Path coordinates (-44.0, -33.0) to (44.0, 33.0) extend outside viewBox (0, 0) to (15, 15)"
"temaki-storage_drum.svg","VALID","No issues found"
"temaki-storage_fermenter.svg","VALID","No issues found"
"temaki-storage_rental.svg","VALID","No issues found"
"temaki-storage_tank.svg","VALID","No issues found"
"temaki-street_lamp_arm.svg","VALID","No issues found"
"temaki-striped_way.svg","VALID","No issues found"
"temaki-striped_zone.svg","VALID","No issues found"
"temaki-subway.svg","VALID","No issues found"
"temaki-suitcase.svg","VALID","No issues found"
"temaki-suitcase_key.svg","VALID","No issues found"
"temaki-suitcase_xray.svg","VALID","No issues found"
"temaki-surfing.svg","VIEWBOX_MISMATCH","Path coordinates (-44.4, -16.9) to (38.0, 35.5) extend outside viewBox (0, 0) to (15, 15)"
"temaki-swamp.svg","VALID","No issues found"
"temaki-t_bar_lift.svg","VALID","No issues found"
"temaki-tall_gate.svg","VALID","No issues found"
"temaki-tanning.svg","VALID","No issues found"
"temaki-tanning2.svg","VALID","No issues found"
"temaki-taoism.svg","VALID","No issues found"
"temaki-tattoo_machine.svg","VALID","No issues found"
